SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Clinic,The Everett Clinic - Silver Lake,Everett,98208,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Bellevue Medical And Dental Clinic,Bellevue,98005,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.72,0.64,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Franciscan Medical Clinic  - Spanaway,Spanaway,98387,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.45,0.32,0.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - Family Medicine Residency,Richland,99352,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.89,0.77,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Doctors Clinic - Ridgetop West-Silverdale,Silverdale,98383,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,11.68,9.64,13.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Overlake Internal Medicine Associates - Bellevue,Bellevue,98004,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.76,0.69,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific Medical Centers - Lynnwood,Lynnwood,98036,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.73,0.56,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Capitol Hill Campus,Seattle,98112,MEDICAID,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.56,0.38,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Yakima Valley Farm Workers Clinic , Valley Vista Medical Group",Prosser,99350,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.89,0.79,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sound Family Medicine - Bonney Lake,Bonney Lake,98391,COMMERCIAL,PDC-DR,Proportion of Days Covered - Diabetes All Class (DR),Compliance,Percent Compliance,Overall,0.7,0.53,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Sound Family Medicine - Bonney Lake,Bonney Lake,98391,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Longview Medical Clinic,Longview,98632,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.39,0.26,0.52,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Allegro Pediatrics - Bellevue,Bellevue,98004,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.76,0.72,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Lake City,Seattle,98125,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,80.54,75.31,85.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - St Peter Family Medicine,Olympia,98506,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.67,0.57,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Goodman & Stoller Family Medicine,Everett,98201,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.54,0.47,0.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Community Health Center Of Snohomish County - Everett Clinic,Everett,98204,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.48,0.41,0.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Midvalley Medical Group - Omak,Omak,98841,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.71,0.54,0.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Lynnwood Medical Center,Lynnwood,98036,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.6,0.46,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Multicare Rockwood Valley Clinic,Spokane Valley,99216,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.69,0.77,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Peacehealth Medical Group - Family Medicine Of Southwest Washington,Vancouver,98663,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.76,0.71,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Valley View Health Center - Chehalis,Chehalis,98532,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.52,0.45,0.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Sound Family Medicine - Bonney Lake,Bonney Lake,98391,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.71,0.64,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Kent Medical Center,Kent,98030,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.85,0.82,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Redmond Medical Center,Redmond,98052,COMMERCIAL,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.69,0.63,0.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At Vashon,Vashon,98070,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Hudson'S Bay Medical Group,Vancouver,98663,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.38,0.3,0.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Kaiser Permanente Tacoma Medical Center,Tacoma,98405,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.79,0.77,0.82,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Cornerstone Medicine,Yakima,98908,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,1,1,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Snoqualmie Ridge Medical Clinic,Snoqualmie,98065,MEDICAID,W15,Well-Child Visits in the First 15 Months of Life,Compliance - 6+ Visits,Percent Compliance,Overall,0.86,0.64,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,The Everett Clinic - Stanwood,Stanwood,98292,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.56,0.43,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Family Wellness Center,Vancouver,98683,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Virginia Mason Federal Way Medical Center,Federal Way,98003,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.49,0.37,0.61,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Virginia Mason Federal Way Medical Center,Federal Way,98003,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.63,0.47,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec Senior Clinic - Richland,Richland,99352,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.84,0.72,0.95,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Pacific Medical Centers - Beacon Hill,Seattle,98144,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,6.62,5.64,7.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Pacific Medical Centers - Beacon Hill,Seattle,98144,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.84,0.74,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Primary Care Northwest - Tacoma,Tacoma,98405,COMMERCIAL,MPM-ACE,Annual Monitoring for Patients on Persistent Medications - ACE Inhibitors or ARBs,Compliance,Percent Compliance,Overall,0.82,0.76,0.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Primary Care Northwest - Tacoma,Tacoma,98405,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Eatonville Clinic,Eatonville,98328,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.63,0.53,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Birth & Family Clinic - Edmonds,Edmonds,98026,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.69,0.58,0.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Birth & Family Clinic - Edmonds,Edmonds,98026,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.49,0.33,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Adventist Health Medical Group - Walla Walla,Walla Walla,99362,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.6,0.43,0.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Adventist Health Medical Group - Walla Walla,Walla Walla,99362,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.42,0.24,0.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Grandview Medical-Dental Clinic",Grandview,98930,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.69,0.65,0.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Shelton Family Medicine And Orthopedics,Shelton,98584,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Community Health Care - Hilltop Family Medical Center,Tacoma,98405,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Evergreenhealth Primary Care - Woodinville,Woodinville,98072,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Snoqualmie,Snoqualmie,98065,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.61,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Concerto Healthcare Of Washington - Lakewood Care Center,Lakewood,98499,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.5,0.35,0.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,North Olympic Healthcare Network,Port Angeles,98362,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,119.93,108.78,131.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Swedish Health Services - Pediatrics - Edmonds,Edmonds,98026,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,26.15,22.64,29.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Providence Health & Services - Everett Healthcare Clinic,Everett,98201,MEDICAID,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,10.32,7.35,13.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Burien Medical Center,Burien,98166,COMMERCIAL,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.74,0.7,0.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Peacehealth Medical Group - Bellingham Clinic, Cordata Main",Bellingham,98226,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,11.79,10.99,12.59,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Tumwater Family Practice Clinic,Tumwater,98501,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.79,0.76,0.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Columbia Basin Family Medicine,Ephrata,98823,COMMERCIAL,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,13.71,10.66,16.76,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Franciscan Medical Clinic - Seahurst,Burien,98166,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.68,0.5,0.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Redmond Medical Center,Redmond,98052,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,58.45,52.27,64.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,"Providence Health & Services  - Family Medicine, Indian Trail",Spokane,99208,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.73,0.57,0.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,The Everett Clinic - Lake Stevens,Lake Stevens,98258,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.83,0.71,0.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Valley View Health Center - Chehalis,Chehalis,98532,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.82,0.75,0.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Harborview Adult Medicine Clinic,Seattle,98104,COMMERCIAL,CDC-EYE,Comprehensive Diabetes Care - Eye Exam Performed,Compliance,Percent Compliance,Overall,0.47,0.28,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kadlec - West Richland Primary Care,West Richland,99353,MEDICAID,BCS,Breast Cancer Screening,Compliance,Percent Compliance,Overall,0.72,0.62,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Multicare Rockwood Cheney Clinic,Cheney,99004,COMMERCIAL,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.81,0.65,0.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Uw Neighborhood Issaqua Clinic,Issaquah,98027,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,85.7,77.63,93.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Fidalgo Medical Associates - Island Medical Center,Anacortes,98221,MEDICAID,LBP,Use of imaging studies for Low Back Pain,Compliance,Percent Compliance,Overall,0.76,0.6,0.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Lincoln Hospital - Davenport Clinic,Davenport,99122,MEDICAID,AMB-AVOIDEDV,Ambulatory Care - Avoidable Emergency Department Visits,Visit Count,"Rate per 1,000 Member-Years",Overall,93.7,85.61,101.78,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Legacy Medical Group - Salmon Creek Family Medicine,Vancouver,98686,MEDICAID,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,0.73,0.62,0.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Multicare Spanaway Clinic,Spanaway,98387,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Providence Health & Services - Harbour Pointe Clinic,Mukilteo,98275,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,2,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Providence Health & Services - Monroe Clinic,Monroe,98272,COMMERCIAL,PQI-05,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate,Visit Count,"Rate per 1,000 Member-Years",Overall,0,0,0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Whitman Medical Group - Colfax,Colfax,99111,MEDICAID,W34,"Well-Child Visits in the Third, Fourth, Fifth and Sixth Years of Life",Compliance,Percent Compliance,Overall,0.59,0.5,0.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,"Yakima Valley Farm Workers Clinic , Grandview Medical-Dental Clinic",Grandview,98930,MEDICAID,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.98,0.94,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Pacific Medical Centers - Northgate,Seattle,98125,COMMERCIAL,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.72,0.63,0.81,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Neighborcare Health At High Point,Seattle,98126,MEDICAID,PDC-RASA,Proportion of Days Covered - Renin Angiotensin System Antagonists (RASA),Compliance,Percent Compliance,Overall,0.47,0.37,0.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Pine Lake Primary Care,Sammamish,98075,COMMERCIAL,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Seattle - West Seattle Primary Care,Seattle,98116,COMMERCIAL,CDC-NEPH,Comprehensive Diabetes Care - Medical Attention for Nephrology,Compliance,Percent Compliance,Overall,0.9,0.8,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Swedish Health Services - Seattle - West Seattle Primary Care,Seattle,98116,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.76,0.74,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Kaiser Permanente Salmon Creek,Vancouver,98686,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.69,0.59,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Evergreenhealth Primary Care - Duvall,Duvall,98019,COMMERCIAL,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.68,0.62,0.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Ocean Beach Hospital - Medical Clinic,Ilwaco,98624,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.39,0.32,0.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Worse
Clinic,Columbia Medical Associates - Family Health Center,Spokane,99201,COMMERCIAL,CDC-HBA1C,Comprehensive Diabetes Care - HbA1c Testing,Compliance,Percent Compliance,Overall,1,1,1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Peninsula Community Health Services - Sixth Street Bremerton,Bremerton,98337,MEDICAID,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.56,0.48,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Steck Medical Group,Chehalis,98532,MEDICAID,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.67,0.55,0.79,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Kaiser Permanente Factoria Medical Center,Bellevue,98006,COMMERCIAL,CHL,Chlamydia Screening in Women,Compliance,Percent Compliance,Overall,0.56,0.48,0.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
Clinic,Country Doctor Community Clinc,Seattle,98112,MEDICAID,CCS,Cervical Cancer Screening,Compliance,Percent Compliance,Overall,0.62,0.57,0.66,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Seattle - West Seattle Primary Care,Seattle,98116,COMMERCIAL,PDC-STA,Proportion of Days Covered - Statins (STA),Compliance,Percent Compliance,Overall,0.63,0.56,0.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Average
Clinic,Swedish Health Services - Mill Creek Primary Care,Everett,98208,MEDICAID,MEDPRAC-RATING,Overall Rating of Medical Practice,Score,Stars,,3,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Better
